date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:34:02	6419/6419	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd8cd-57eb%22	https://colorlib.com/preview/theme/karma/img/product/p8.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/product/p8.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:03	258148/258148	---M--	200	added ('OK')	image/png	etag:%225c0bd8c8-41607%22	https://colorlib.com/preview/theme/karma/img/product/e-p1.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/product/e-p1.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:03	2147/2147	---M--	200	added ('OK')	image/png	etag:%225c0bd842-c09%22	https://colorlib.com/preview/theme/karma/img/brand/1.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/brand/1.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:03	1519/1519	---M--	200	added ('OK')	image/png	etag:%225c0bd842-611%22	https://colorlib.com/preview/theme/karma/img/brand/2.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/brand/2.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:03	2208/2208	---M--	200	added ('OK')	image/png	etag:%225c0bd843-d0f%22	https://colorlib.com/preview/theme/karma/img/brand/3.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/brand/3.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:04	2410/2410	---M--	200	added ('OK')	image/png	etag:%225c0bd843-993%22	https://colorlib.com/preview/theme/karma/img/brand/4.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/brand/4.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:04	2311/2311	---M--	200	added ('OK')	image/png	etag:%225c0bd845-929%22	https://colorlib.com/preview/theme/karma/img/brand/5.png	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/brand/5.png	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:04	1124/1124	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7fd-d7b%22	https://colorlib.com/preview/theme/karma/img/r1.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r1.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:04	1872/1872	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd801-1582%22	https://colorlib.com/preview/theme/karma/img/r2.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r2.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:04	1815/1815	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd802-1944%22	https://colorlib.com/preview/theme/karma/img/r3.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r3.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:05	1634/1634	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd803-18c1%22	https://colorlib.com/preview/theme/karma/img/r5.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r5.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:05	1199/1199	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd803-104c%22	https://colorlib.com/preview/theme/karma/img/r6.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r6.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:05	1698/1698	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd804-15d5%22	https://colorlib.com/preview/theme/karma/img/r7.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r7.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:05	1539/1539	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd806-126e%22	https://colorlib.com/preview/theme/karma/img/r9.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r9.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:06	1575/1575	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7fe-15a4%22	https://colorlib.com/preview/theme/karma/img/r10.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r10.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:06	1259/1259	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd800-1175%22	https://colorlib.com/preview/theme/karma/img/r11.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/r11.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:06	1565/1565	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7d7-9e3%22	https://colorlib.com/preview/theme/karma/img/i1.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i1.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:06	1998/1998	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7d9-c67%22	https://colorlib.com/preview/theme/karma/img/i2.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i2.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:06	1399/1399	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7da-98c%22	https://colorlib.com/preview/theme/karma/img/i3.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i3.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:07	1312/1312	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7db-8f6%22	https://colorlib.com/preview/theme/karma/img/i4.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i4.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:07	1365/1365	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7dd-922%22	https://colorlib.com/preview/theme/karma/img/i5.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i5.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:07	1214/1214	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7de-8b3%22	https://colorlib.com/preview/theme/karma/img/i6.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i6.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:07	1787/1787	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7df-b54%22	https://colorlib.com/preview/theme/karma/img/i7.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i7.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:07	1762/1762	---M--	200	added ('OK')	image/jpeg	etag:%225c0bd7e0-af9%22	https://colorlib.com/preview/theme/karma/img/i8.jpg	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/img/i8.jpg	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:08	85577/85577	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd8e7-14e49%22	https://colorlib.com/preview/theme/karma/js/vendor/jquery-2.2.4.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/vendor/jquery-2.2.4.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:08	19033/19033	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4abe-4a59%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:08	51041/51041	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd8e5-c761%22	https://colorlib.com/preview/theme/karma/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/vendor/bootstrap.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:08	4820/4820	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd80d-12d4%22	https://colorlib.com/preview/theme/karma/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/jquery.ajaxchimp.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:09	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd810-b7e%22	https://colorlib.com/preview/theme/karma/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/jquery.nice-select.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:09	3570/3570	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd810-166b%22	https://colorlib.com/preview/theme/karma/js/jquery.sticky.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/jquery.sticky.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:09	21184/21184	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd811-52c0%22	https://colorlib.com/preview/theme/karma/js/nouislider.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/nouislider.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:09	1009/1009	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd80a-4ca%22	https://colorlib.com/preview/theme/karma/js/countdown.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/countdown.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:10	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd80e-4ef8%22	https://colorlib.com/preview/theme/karma/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/jquery.magnific-popup.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:10	40402/40402	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd812-9dd2%22	https://colorlib.com/preview/theme/karma/js/owl.carousel.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/owl.carousel.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:10	31794/31794	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd80c-7c32%22	https://colorlib.com/preview/theme/karma/js/gmaps.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/gmaps.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:10	7988/7988	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0bd811-3e99%22	https://colorlib.com/preview/theme/karma/js/main.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/js/main.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:11	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed63608-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://colorlib.com/preview/theme/karma/index.html)
01:34:11	55820/55820	---M--	200	added ('OK')	application/octet-stream	etag:%225c0bd7bd-da0c%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Free54e9.eot	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
01:34:12	55820/55820	---M--	200	added ('OK')	application/octet-stream	etag:%225c0bd7bd-da0c%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Freed41d.eot	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
01:34:12	21780/21780	---M--	200	added ('OK')	application/font-woff2	etag:%225c0bd7c7-5514%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Free54e9.woff2	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
01:34:14	55696/55696	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225c0bd7c6-d990%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Free54e9.woff	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
01:34:14	55620/55620	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225c0bd7c6-d944%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Free54e9.ttf	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
01:34:15	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c0bd7c2-32417%22	https://colorlib.com/preview/theme/karma/fonts/Linearicons-Free.svg?w118d	C:/My%20Web%20Sites/ClientWork/Braun%20Fit/colorlib.com/preview/theme/karma/fonts/Linearicons-Free54e9.svg	(from https://colorlib.com/preview/theme/karma/css/linearicons.css)
